method,split,seed,mean_success_rate,ci95_success_rate,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
uncertainty_gated_foundation,combined_stress,6,0.564286,0.018603,0.511744,0.002911,0.196409,0.003619,0.155913,0.004450,0.070729,0.000846,0.255001,0.000986,0.090850,0.000872,35,84
uncertainty_gated_foundation,heldout_camera,0,0.618707,0.021012,0.522390,0.002461,0.180373,0.003591,0.142523,0.004760,0.067698,0.001053,0.247562,0.001000,0.082817,0.001135,35,84
uncertainty_gated_foundation,heldout_camera,1,0.617687,0.020444,0.522345,0.002573,0.180008,0.003360,0.142262,0.005020,0.067896,0.001056,0.248019,0.000991,0.083250,0.001138,35,84
uncertainty_gated_foundation,heldout_camera,2,0.613605,0.025780,0.522758,0.002670,0.179643,0.003200,0.142686,0.005015,0.068412,0.001154,0.248049,0.001142,0.083226,0.001159,35,84
uncertainty_gated_foundation,heldout_camera,3,0.609184,0.021823,0.522713,0.002685,0.179622,0.003211,0.142895,0.004993,0.068493,0.001100,0.248312,0.001176,0.082979,0.001146,35,84
uncertainty_gated_foundation,heldout_camera,4,0.625850,0.019980,0.521296,0.002762,0.178914,0.003237,0.143077,0.004892,0.068103,0.001012,0.248592,0.001176,0.082949,0.001224,35,84
uncertainty_gated_foundation,heldout_camera,5,0.613946,0.020140,0.521251,0.002838,0.179578,0.003246,0.143086,0.004831,0.068145,0.001081,0.248015,0.001173,0.083399,0.001229,35,84
uncertainty_gated_foundation,heldout_camera,6,0.617007,0.022423,0.520749,0.002526,0.179900,0.003459,0.143080,0.004697,0.067863,0.000987,0.247974,0.001234,0.083614,0.001222,35,84
uncertainty_gated_foundation,heldout_object,0,0.627891,0.022174,0.523845,0.002575,0.174135,0.003379,0.138371,0.004748,0.066905,0.000993,0.245691,0.001101,0.081421,0.001103,35,84
uncertainty_gated_foundation,heldout_object,1,0.632993,0.020903,0.524257,0.002732,0.173771,0.003389,0.137881,0.004541,0.066743,0.000826,0.246087,0.001131,0.081397,0.001199,35,84
uncertainty_gated_foundation,heldout_object,2,0.640816,0.019615,0.525127,0.002721,0.174092,0.003434,0.137646,0.004296,0.066814,0.000789,0.245998,0.001011,0.081384,0.001035,35,84
uncertainty_gated_foundation,heldout_object,3,0.631633,0.024555,0.525540,0.002892,0.174071,0.003671,0.137398,0.004443,0.066972,0.001005,0.246079,0.000985,0.081594,0.001080,35,84
uncertainty_gated_foundation,heldout_object,4,0.623810,0.020138,0.525495,0.002843,0.172677,0.003988,0.137096,0.004661,0.067233,0.000900,0.245918,0.000915,0.081095,0.001184,35,84
uncertainty_gated_foundation,heldout_object,5,0.620748,0.018870,0.525907,0.002754,0.172998,0.003825,0.136861,0.004743,0.067293,0.000947,0.246396,0.000950,0.080625,0.001236,35,84
uncertainty_gated_foundation,heldout_object,6,0.631633,0.019950,0.526320,0.002541,0.173320,0.003857,0.136856,0.004686,0.067083,0.000858,0.246277,0.001043,0.080154,0.001146,35,84
uncertainty_gated_foundation,heldout_workspace,0,0.608844,0.020295,0.517331,0.002457,0.185838,0.003781,0.148087,0.004630,0.067441,0.001035,0.249454,0.000980,0.086284,0.001058,35,84
uncertainty_gated_foundation,heldout_workspace,1,0.614286,0.019421,0.516853,0.002608,0.186521,0.003790,0.147879,0.004515,0.067598,0.000988,0.249172,0.001008,0.086517,0.001043,35,84
uncertainty_gated_foundation,heldout_workspace,2,0.595578,0.019824,0.516832,0.002557,0.186517,0.003466,0.148330,0.004514,0.068445,0.000954,0.249818,0.001103,0.086739,0.001038,35,84
uncertainty_gated_foundation,heldout_workspace,3,0.589456,0.021053,0.517726,0.002549,0.186857,0.003519,0.147651,0.004623,0.068790,0.001021,0.249881,0.001213,0.086738,0.000938,35,84
uncertainty_gated_foundation,heldout_workspace,4,0.613605,0.018508,0.517705,0.002719,0.186510,0.003433,0.147631,0.004754,0.068737,0.000923,0.249870,0.001164,0.086498,0.001054,35,84
uncertainty_gated_foundation,heldout_workspace,5,0.610204,0.021694,0.518142,0.002819,0.186849,0.003413,0.147410,0.004690,0.069275,0.000823,0.250134,0.001131,0.086954,0.001061,35,84
uncertainty_gated_foundation,heldout_workspace,6,0.600680,0.023044,0.517664,0.002975,0.186503,0.003261,0.146932,0.005003,0.069419,0.000904,0.250688,0.001206,0.086256,0.001326,35,84
